"Proceed through checkout faster","Proceed through checkout faster","theme","frontend/Magento/luma"
"Order Status","Estado de pedido","module","Magento_Paypal"
"Check the status of orders","Check the status of orders","theme","frontend/Magento/luma"
"Manage Addresses","Gestionar direcciones","module","Magento_Customer"
"Store alternative addresses","Store alternative addresses","theme","frontend/Magento/luma"
"For shipping to multiple family members and friends","For shipping to multiple family members and friends","theme","frontend/Magento/luma"
"Order History","Historial de pedidos","module","Magento_Sales"
"View past orders","View past orders","theme","frontend/Magento/luma"
"About Us","Quiénes somos","theme","frontend/Magento/luma"
"Customer Service","Customer Service","theme","frontend/Magento/luma"
"<a href=""tel:%store_phone"">%store_phone</a>","<a href=""tel:%store_phone"">%store_phone</a>","theme","frontend/Magento/luma"
"Hours of Operation:<br /><span class=""no-link"">%store_hours</span>.","Hours of Operation:<br /><span class=""no-link"">%store_hours</span>.","theme","frontend/Magento/luma"
"Thank you for your order from %store_name.","Thank you for your order from %store_name.","theme","frontend/Magento/luma"
"You can check the status of your order by <a href=""%account_url"">logging into your account</a>.","You can check the status of your order by <a href=""%account_url"">logging into your account</a>.","theme","frontend/Magento/luma"
"If you have questions about your order, you can email us at <a href=""mailto:%store_email"">%store_email</a>.","If you have questions about your order, you can email us at <a href=""mailto:%store_email"">%store_email</a>.","theme","frontend/Magento/luma"
"Your Credit Memo #%creditmemo_id for Order #%order_id","Su factura rectificada nº %creditmemo_id para el pedido nº %order_id","module","Magento_Sales"
"Billing Info","Información de facturación","module","Magento_Sales"
"Shipping Info","Información de envío","module","Magento_Sales"
"Payment Method","Método de pago","module","Magento_Paypal"
"Shipping Method","Método de envío","module","Magento_Paypal"
"Your order #%increment_id has been updated with a status of <strong>%order_status</strong>.","El pedido nº %increment_id se ha actualizado con un estado de <strong>%order_status</strong>.","module","Magento_Sales"
"Your Invoice #%invoice_id for Order #%order_id","Su factura nº %invoice_id para el pedido nº %order_id","module","Magento_Sales"
"%customer_name,","%customer_name,","theme","frontend/Magento/luma"
"Once your package ships we will send you a tracking number.","Once your package ships we will send you a tracking number.","theme","frontend/Magento/luma"
"Your Order <span class=""no-link"">#%increment_id</span>","Your Order <span class=""no-link"">#%increment_id</span>","theme","frontend/Magento/luma"
"Placed on <span class=""no-link"">%created_at</span>","Placed on <span class=""no-link"">%created_at</span>","theme","frontend/Magento/luma"
"Your shipping confirmation is below. Thank you again for your business.","Your shipping confirmation is below. Thank you again for your business.","theme","frontend/Magento/luma"
"Your Shipment #%shipment_id for Order #%order_id","Su envío nº %shipment_id para el pedido nº %order_id","module","Magento_Sales"
"Summary","Resumen","module","Magento_Bundle"
"Account Dashboard","Cuenta Panel de control","module","Magento_Customer"
"Account Information","Información de la cuenta","module","Magento_Customer"
"Address Book","Libreta de direcciones","module","Magento_Customer"
"Menu","Menú","theme","frontend/Magento/blank"
"Account","Cuenta","theme","frontend/Magento/blank"
"Settings","Ajustes","module","Magento_Widget"
"We cannot retrieve the payment method model object.","We cannot retrieve the payment method model object.","module","Magento_Payment"
"Month","Mes","module","Magento_Reports"
"Year","Año","module","Magento_Reports"
"We cannot retrieve the payment info model object.","We cannot retrieve the payment info model object.","module","Magento_Payment"
"N/A","N/D","module","Magento_Bundle"
"Credit Card Type","Tipo de tarjeta de crédito","module","Magento_BraintreeTwo"
"Credit Card Number","Número de tarjeta de crédito","module","Magento_BraintreeTwo"
"Switch/Solo/Maestro Issue Number","Número de expedición de Switch/Solo/Maestro","module","Magento_Payment"
"Switch/Solo/Maestro Start Date","Fecha de inicio de Switch/Solo/Maestro","module","Magento_Payment"
"We cannot retrieve the transparent payment method model object.","We cannot retrieve the transparent payment method model object.","module","Magento_Payment"
"Command %1 does not exist.","Command %1 does not exist.","module","Magento_Payment"
"Wrong gateway response format.","Wrong gateway response format.","module","Magento_Payment"
"Validator for field %1 does not exist.","Validator for field %1 does not exist.","module","Magento_Payment"
"Discount","Descuento","module","Magento_Reports"
"Shipping","Envío","module","Magento_Reports"
"All Allowed Countries","Todos los países permitidos","module","Magento_Shipping"
"Specific Countries","Especifique países.","module","Magento_Shipping"
"The payment method you requested is not available.","The payment method you requested is not available.","module","Magento_Payment"
"The payment disallows storing objects.","The payment disallows storing objects.","module","Magento_Payment"
"We cannot retrieve the payment method code.","We cannot retrieve the payment method code.","module","Magento_Payment"
"We cannot retrieve the payment information object instance.","We cannot retrieve the payment information object instance.","module","Magento_Payment"
"You can't use the payment type you selected to make payments to the billing country.","You can't use the payment type you selected to make payments to the billing country.","module","Magento_Payment"
"The order action is not available.","Realizar pedido no está disponible.","module","Magento_Payment"
"The authorize action is not available.","Realizar autorización no está disponible.","module","Magento_Payment"
"The capture action is not available.","Realizar captura no está disponible.","module","Magento_Payment"
"The refund action is not available.","Realizar devuelto no está disponible.","module","Magento_Payment"
"The void action is not available.","Realizar anulación no está disponible.","module","Magento_Payment"
"The payment review action is unavailable.","La acción de revisión de pago no está disponible.","module","Magento_Payment"
"The credit card number doesn't match the credit card type.","The credit card number doesn't match the credit card type.","module","Magento_Payment"
"Invalid Credit Card Number","Número de tarjeta de crédito inválido","module","Magento_Payment"
"This credit card type is not allowed for this payment method.","Este tipo de tarjeta no se acepta para este método de pago.","module","Magento_Payment"
"Please enter a valid credit card verification number.","Por favor, introduzca un número de verificación de tarjeta de crédito que está válido.","module","Magento_Payment"
"Please enter a valid credit card expiration date.","Por favor, introduzca una fecha de caducidad de tarjeta de crédito que está válida.","module","Magento_Payment"
"%1 class doesn't implement \Magento\Payment\Model\MethodInterface","Clade %1 no implementa \Magento\Payment\Model\MethodInterface","module","Magento_Payment"
"Yes","Sí","module","Magento_ScalableInventory"
"No","No","module","Magento_Payment"
"Expiration Date","Fecha de vencimiento","module","Magento_BraintreeTwo"
"Card Verification Number","Número de verificación de tarjeta","module","Magento_BraintreeTwo"
"Switch/Solo/Maestro Only","Únicamente Switch/Solo/Maestro","module","Magento_Eway"
"Issue Number","Número de caso","module","Magento_Payment"
"Start Date","Fecha de inicio","module","Magento_Paypal"
"is not available. You still can process offline actions.","no está disponible. Usted puede continuar fuera de línea.","module","Magento_Payment"
"Please Select","Bitte auswählen","module","Magento_Paypal"
"We'll ask for your payment details before you place an order.","We'll ask for your payment details before you place an order.","module","Magento_Payment"
"--Please Select--","--Por favor, seleccione--","module","Magento_BraintreeTwo"
"Card Verification Number Visual Reference","Referencia Visual del Número de Verificación de la Tarjeta","module","Magento_Braintree"
"What is this?","¿Qué es esto?","module","Magento_BraintreeTwo"
"Credit Card Information","Información de tarjeta de crédito","module","Magento_BraintreeTwo"
"Payment Methods","Métodos de pago","module","Magento_Support"
"Format for IDE '%1' is not supported","Formato para IDE '%1' no es compatible","module","Magento_Developer"
"Client side less compilation","Client side less compilation","module","Magento_Developer"
"Server side less compilation","Server side less compilation","module","Magento_Developer"
"Front-end development workflow","Front-end development workflow","module","Magento_Developer"
"Workflow type","Workflow type","module","Magento_Developer"
"Not available in production mode","Not available in production mode","module","Magento_Developer"
"Developer Client Restrictions","Desarrolo Restricciones del cliente","module","Magento_Developer"
"Allowed IPs (comma separated)","IP permitidas (separadas por comas)","module","Magento_Developer"
"Leave empty for access from any location.","Dejar en blanco para acceder desde cualquier lugar.","module","Magento_Developer"
"Credit card type","Tipo de tarjeta de crédito","module","Magento_Worldpay"
"CVV result","CVV result","module","Magento_Worldpay"
"Postcode AVS check","Postcode AVS check","module","Magento_Worldpay"
"Address AVS check","Address AVS check","module","Magento_Worldpay"
"Country comparison check","Country comparison check","module","Magento_Worldpay"
"Risk Score","Risk Score","module","Magento_Worldpay"
"Not supported","No suportado","module","Magento_Worldpay"
"Not checked","No comprobado","module","Magento_Worldpay"
"Matched","Coincidencias","module","Magento_Worldpay"
"Not matched","No coincide","module","Magento_Worldpay"
"Partially matched","Partially matched","module","Magento_Worldpay"
"No such order id.","No such order id.","module","Magento_Worldpay"
"Gateway response is not valid.","Gateway response is not valid.","module","Magento_Worldpay"
"Wrong response type","Wrong response type","module","Magento_Worldpay"
"Currency doesn't match.","Currency doesn't match.","module","Magento_Worldpay"
"Amount doesn't match.","Amount doesn't match.","module","Magento_Worldpay"
"Not supported response.","Not supported response.","module","Magento_Worldpay"
"Gateway processing error.","Gateway processing error.","module","Magento_Worldpay"
"Transaction was not placed.","Transaction was not placed.","module","Magento_Worldpay"
"None","Ninguno","module","Magento_Bundle"
"Authorize","Autorizar","module","Magento_BraintreeTwo"
"Authorize and Capture","Autorizar y Capturar","module","Magento_BraintreeTwo"
"Refused","Rechazado","module","Magento_Worldpay"
"Authorised","Autorizado","module","Magento_Worldpay"
"Error","Error","module","Magento_Worldpay"
"Captured","Capturado","module","Magento_Worldpay"
"Payment was canceled","Pago fue cancelado","module","Magento_Worldpay"
"Please","Por favor","module","Magento_Worldpay"
"continue shopping","Continuar comprando","module","Magento_Worldpay"
"Your payment has been successfully processed by our shop system.","Your payment has been successfully processed by our shop system.","module","Magento_Worldpay"
"Please click","Por favor, haga clic en","module","Magento_Worldpay"
"here","aquí","module","Magento_Worldpay"
"if you are not redirected automatically.","if you are not redirected automatically.","module","Magento_Worldpay"
"Worldpay","Worldpay","module","Magento_Worldpay"
"Enabled","Habilitado","module","Magento_Authorizenet"
"Title","Título","module","Magento_Email"
"Payment Response Password","Payment Response Password","module","Magento_Worldpay"
"Remote Admin Installation ID","Remote Admin Installation ID","module","Magento_Worldpay"
"Remote Admin Authorisation Password","Remote Admin Authorisation Password","module","Magento_Worldpay"
"MD5 Secret for Transactions","MD5 Secret for Transactions","module","Magento_Worldpay"
"Allow To Edit Contact Information","Allow To Edit Contact Information","module","Magento_Worldpay"
"Hide Contact Information","Hide Contact Information","module","Magento_Worldpay"
"Debug","Depurar","module","Magento_BraintreeTwo"
"Test Mode","Modo de prueba","module","Magento_Authorizenet"
"Payment Action for Test","Acción de pago para prueba","module","Magento_Worldpay"
"Payment Action","Acción de pago","module","Magento_BraintreeTwo"
"Payment From Applicable Countries","Payment From Applicable Countries","module","Magento_Worldpay"
"Payment From Specific Countries","Pago desde países específicos","module","Magento_Worldpay"
"Set Order Status to Suspected Fraud for CVV","Set Order Status to Suspected Fraud for CVV","module","Magento_Worldpay"
"Set Order Status to Suspected Fraud for Postcode AVS","Set Order Status to Suspected Fraud for Postcode AVS","module","Magento_Worldpay"
"Sort Order","Orden de aparición","module","Magento_BraintreeTwo"
"To see product price, add this item to your cart. You can always remove it later.","Para ver el precio del artículo añade este artículo al carrito. Siempre puedes eliminarlo posteriormente.","module","Magento_Msrp"
"See price before order confirmation.","Consulte el precio antes de la confirmación del pedido.","module","Magento_AdvancedCheckout"
"On Gesture","Sobre el gesto","module","Magento_Msrp"
"In Cart","Carrito","module","Magento_Msrp"
"Before Order Confirmation","Antes de la confirmación del pedido","module","Magento_Msrp"
"Use config","Usar config","module","Magento_Rma"
"Click for price","Haga click para ver precio","module","Magento_Catalog"
"What's this?","¿Qué es esto?","module","Magento_Persistent"
"Order total will be displayed before you submit the order","Order total will be displayed before you submit the order","module","Magento_Msrp"
"You will see the order total before you submit the order.","You will see the order total before you submit the order.","module","Magento_Msrp"
"Price","Precio","module","Magento_Bundle"
"Actual Price","Precio real","module","Magento_Msrp"
"Add to Cart","Añadir al carrito","module","Magento_MultipleWishlist"
"Minimum Advertised Price","Precio mínimo anunciado","module","Magento_Msrp"
"Enable MAP","Habilitar MAP","module","Magento_Msrp"
"Display Actual Price","Mostrar precio actual","module","Magento_Msrp"
"Default Popup Text Message","Mensaje popup (predeterminado)","module","Magento_Msrp"
"Default ""What's This"" Text Message","Default ""What's This"" Text Message","module","Magento_Msrp"
"Some exception","Alguna excepción","module","Magento_MessageQueue"
"AVS result code","Código de resultado AVS","module","Magento_Cybersource"
"CVN result code","CVN result code","module","Magento_Cybersource"
"Card number","Card number","module","Magento_Cybersource"
"Card expiry date","Card expiry date","module","Magento_Cybersource"
"Decision","Decision","module","Magento_Cybersource"
"Transaction ID","Id de la transacción","module","Magento_BraintreeTwo"
"Risk Factor","Risk Factor","module","Magento_Cybersource"
"Reference number","Reference number","module","Magento_Cybersource"
"Excessive address change. The customer changed the billing address two or more times in the last six months","Excessive address change. The customer changed the billing address two or more times in the last six months","module","Magento_Cybersource"
"Card BIN or authorization risk. Risk factors a e related to credit card BIN and/or card authorization checks","Card BIN or authorization risk. Risk factors a e related to credit card BIN and/or card authorization checks","module","Magento_Cybersource"
"High number of account numbers. The customer used more than six credit cards numbers in the last six months","High number of account numbers. The customer used more than six credit cards numbers in the last six months","module","Magento_Cybersource"
"Email address impact. The customer uses a free email provider, or the email address is risky","Email address impact. The customer uses a free email provider, or the email address is risky","module","Magento_Cybersource"
"Positive list. The customer is on your positive list. Decision Manager Developer Guide Using the Simple Order AP  January 201 10 Appendix  Information and Reply Code","Positive list. The customer is on your positive list. Decision Manager Developer Guide Using the Simple Order AP  January 201 10 Appendix  Information and Reply Code","module","Magento_Cybersource"
"Negative list. The account number, street add ess, email address, or IP address for this order appears on your negative list","Negative list. The account number, street add ess, email address, or IP address for this order appears on your negative list","module","Magento_Cybersource"
"Geolocation inconsistencies. The customer’s email domain, phone number, billing address, shipping address, or IP address is suspicious","Geolocation inconsistencies. The customer’s email domain, phone number, billing address, shipping address, or IP address is suspicious","module","Magento_Cybersource"
"Excessive name changes. The customer changed the name two or more times in the last six months","Excessive name changes. The customer changed the name two or more times in the last six months","module","Magento_Cybersource"
"Internet inconsistencies. The IP address  nd email domain are not consistent with the billing address","Internet inconsistencies. The IP address  nd email domain are not consistent with the billing address","module","Magento_Cybersource"
"Nonsensical input. The customer name and address fields contain meaningless words or language","Nonsensical input. The customer name and address fields contain meaningless words or language","module","Magento_Cybersource"
"Obscenities. The customer’s input contains obscene words","Obscenities. The customer’s input contains obscene words","module","Magento_Cybersource"
"Identity morphing. Multiple values of an  dentity element are linked to a value of a different identity element. For example, m ltiple phone numbers are linked to a single account number","Identity morphing. Multiple values of an  dentity element are linked to a value of a different identity element. For example, m ltiple phone numbers are linked to a single account number","module","Magento_Cybersource"
"Phone inconsistencies. The customer’s phone number is suspicious","Phone inconsistencies. The customer’s phone number is suspicious","module","Magento_Cybersource"
"Risky order. The transaction, customer, and merchant information show multiple high-risk correlations","Risky order. The transaction, customer, and merchant information show multiple high-risk correlations","module","Magento_Cybersource"
"Time hedge. The customer is attempting a purchase outside of the expected hours","Time hedge. The customer is attempting a purchase outside of the expected hours","module","Magento_Cybersource"
"Unverifiable address. The billing or shipping address cannot be verified","Unverifiable address. The billing or shipping address cannot be verified","module","Magento_Cybersource"
"Velocity. The account number was use  many times in the past 15 minutes","Velocity. The account number was use  many times in the past 15 minutes","module","Magento_Cybersource"
"Marked as suspect. The billing or shipping address is similar to an address previously marked as suspect","Marked as suspect. The billing or shipping address is similar to an address previously marked as suspect","module","Magento_Cybersource"
"Gift Order. The street address, city, state, or country of the billing and shipping addresses do not correlate","Gift Order. The street address, city, state, or country of the billing and shipping addresses do not correlate","module","Magento_Cybersource"
"Invalid value. Because the request contains an unexpected value, a default value was substituted. Although the transact on can still be processed, examine the request carefully for abnormalities in the order","Invalid value. Because the request contains an unexpected value, a default value was substituted. Although the transact on can still be processed, examine the request carefully for abnormalities in the order","module","Magento_Cybersource"
"Unknown factor. Please contact Cybersource customer service","Unknown factor. Please contact Cybersource customer service","module","Magento_Cybersource"
"Payment Token Build Error.","Payment Token Build Error.","module","Magento_Cybersource"
"Your payment has been declined. Please try again.","Your payment has been declined. Please try again.","module","Magento_Cybersource"
"CC type field should be provided","CC type field should be provided","module","Magento_Cybersource"
"Gateway validation error","Gateway validation error","module","Magento_Cybersource"
"Authorize Only","Sólo Autorizar","module","Magento_Authorizenet"
"Risk Factor Q","Risk Factor Q","module","Magento_Cybersource"
"Risk Factor V","Risk Factor V","module","Magento_Cybersource"
"Cybersource","Cybersource","module","Magento_Cybersource"
"Merchant ID","Identificación del comerciante","module","Magento_BraintreeTwo"
"Transaction Key","Clave de transacción","module","Magento_Authorizenet"
"Profile ID","Profile ID","module","Magento_Cybersource"
"Access Key","Zugriffsschlüssel","module","Magento_Cybersource"
"Secret Key","Geheimer Schlüssel","module","Magento_Cybersource"
"New Order Status","Nuevo estado del pedido","module","Magento_Authorizenet"
"Credit Card Types","Tipos de tarjeta de crédito","module","Magento_BraintreeTwo"
"Payment from Applicable Countries","Pago desde países aceptados","module","Magento_BraintreeTwo"
"Payment from Specific Countries","Pago desde países específicos","module","Magento_BraintreeTwo"
"Minimum Order Total","Total mínimo del pedido","module","Magento_Authorizenet"
"Maximum Order Total","Total máximo del pedido","module","Magento_Authorizenet"
"Conditions Combination","Combinación de condiciones","module","Magento_CustomerSegment"
"Product Attribute","Atributos del artículo","module","Magento_SalesRule"
"SKU","Unidad de mantenimiento de existencias (SKU)","module","Magento_AdvancedCheckout"
"Please choose a condition to add.","Please choose a condition to add.","module","Magento_CatalogWidget"
"In stock","Disponible","module","Magento_Bundle"
"Out of stock","Agotado","module","Magento_Bundle"
"Add to Wish List","Agregar a los favoritos","module","Magento_Wishlist"
"Add to Compare","Añadir para comparar","module","Magento_Reports"
"Catalog Products List","Catalog Products List","module","Magento_CatalogWidget"
"List of Products","List of Products","module","Magento_CatalogWidget"
"Display Page Control","Mostrar control de página","module","Magento_Catalog"
"Number of Products per Page","Número de productos por página","module","Magento_Catalog"
"Number of Products to Display","Número de artículos a mostrar","module","Magento_Catalog"
"Template","Plantilla","module","Magento_MultipleWishlist"
"Products Grid Template","Products Grid Template","module","Magento_CatalogWidget"
"Cache Lifetime (Seconds)","Ciclo de vida caché (segundos)","module","Magento_Catalog"
"86400 by default, if not set. To refresh instantly, clear the Blocks HTML Output cache.","86400 by default, if not set. To refresh instantly, clear the Blocks HTML Output cache.","module","Magento_CatalogWidget"
"Conditions","Condiciones","module","Magento_Reminder"
"Root","Raíz","module","Magento_VersionsCms"
"Save Category","Guardar categoría","module","Magento_Catalog"
"Delete Category","Eliminar categoría","module","Magento_Catalog"
"Reset","Restablecer","module","Magento_Email"
"New Subcategory","Nueva subcategoría","module","Magento_Catalog"
"New Root Category","Nueva categoría raíz","module","Magento_Catalog"
"Set Root Category for Store","Establecer categoría raíz para la tienda","module","Magento_Catalog"
"Use Config Settings","Usar opciones de configuración","module","Magento_ScalableInventory"
"Use All Available Attributes","Utilizar todos los atributos disponibles","module","Magento_Catalog"
"Custom Design","Diseño personalizado","module","Magento_Cms"
"ID","Número de Identificación (ID)","module","Magento_AdvancedCheckout"
"Name","Nombre","module","Magento_Bundle"
"Position","Posición","module","Magento_Bundle"
"Category Data","Datos de categoría","module","Magento_Catalog"
"Category Products","Artículos de la categoría","module","Magento_VisualMerchandiser"
"Add Subcategory","Añadir subcategoría","module","Magento_Catalog"
"Add Root Category","Añadir categoría raíz","module","Magento_Catalog"
"Day","Día","module","Magento_Reports"
"<label class=""label""><span>from</span></label>","<label class=""label""><span>desde</span></label>","module","Magento_Catalog"
"<label class=""label""><span>to</span></label>","<label class=""label""><span>hasta</span></label>","module","Magento_Catalog"
"[GLOBAL]","[GLOBAL]","module","Magento_Catalog"
"[WEBSITE]","[WEBSEITE]","module","Magento_Config"
"[STORE VIEW]","[VISTA DE TIENDA]","module","Magento_Downloadable"
"WYSIWYG Editor","Editor WYSIWYG","module","Magento_Catalog"
"Add Product","Añadir artículo","module","Magento_Catalog"
"label","etiqueta","module","Magento_Widget"
"Product Attributes","Atributos del artículo","module","Magento_Reminder"
"Add New Attribute","Añadir nuevo atributo","module","Magento_Rma"
"Save in New Attribute Set","Guardar el conjunto de atributos","module","Magento_Catalog"
"Enter Name for New Attribute Set","Ingresar el nombre para el nuevo conjunto de atributos","module","Magento_Catalog"
"Save and Continue Edit","Guardar y continuar editando","module","Magento_Variable"
"Save Attribute","Guardar atributo","module","Magento_Rma"
"Delete Attribute","Eliminar atributo","module","Magento_Rma"
"Edit Product Attribute ""%1""","Editar atributo del artículo ""%1""","module","Magento_Catalog"
"New Product Attribute","Nuevo atributo de artículo","module","Magento_Catalog"
"Advanced Attribute Properties","Propiedades de atributo avanzado","module","Magento_Catalog"
"Attribute Code","Código de atributo","module","Magento_ConfigurableProduct"
"This is used internally. Make sure you don't use spaces or more than %1 symbols.","Se utiliza internamente. Asegúrese de que no utilizar espacios o más de %1 símbolos.","module","Magento_Rma"
"Default Value","Valor predeterminado","module","Magento_Eav"
"Unique Value","Valor único","module","Magento_Eav"
"Unique Value (not shared with other products)","Valor único (no se comparte con otros artículos)","module","Magento_Eav"
"Not shared with other products","No se comparte con otros artículos","module","Magento_Eav"
"Input Validation for Store Owner","Validación de entrada para el dueño de la tienda","module","Magento_Eav"
"Add to Column Options","Añadir a las opciones de columna","module","Magento_CustomerCustomAttributes"
"Select ""Yes"" to add this attribute to the list of column options in the product grid.","Seleccione ""Sí"" para agregar este atributo a la lista de opciones de la columna en la cuadrícula de producto.","module","Magento_Catalog"
"Use in Filter Options","Uso de opciones de filtro","module","Magento_CustomerCustomAttributes"
"Select ""Yes"" to add this attribute to the list of filter options in the product grid.","Seleccione ""Sí"" para agregar este atributo a la lista de opciones de filtro en la cuadrícula de producto.","module","Magento_Catalog"
"Store View","Vista de la tienda","module","Magento_Invitation"
"Website","Página web","module","Magento_Invitation"
"Global","General","module","Magento_Catalog"
"Scope","Alcance","module","Magento_ConfigurableProduct"
"Declare attribute value saving scope","Determinar el área de almacenamiento de los valores del atributo","module","Magento_Catalog"
"Storefront Properties","Propiedades de la tienda","module","Magento_Catalog"
"Use in Search","Usar en búsqueda","module","Magento_Catalog"
"Visible in Advanced Search","Visible en búsqueda avanzada","module","Magento_Catalog"
"Comparable on Storefront","Comparable en tienda","module","Magento_Catalog"
"Use for Promo Rule Conditions","Utilizar para condiciones de reglas de promoción","module","Magento_Catalog"
"Enable WYSIWYG","Habilitar WYSIWYG","module","Magento_Catalog"
"Allow HTML Tags on Storefront","Permitir Tags HTML en la tienda","module","Magento_Catalog"
"Visible on Catalog Pages on Storefront","Visible en las páginas del catálogo de la tienda","module","Magento_Catalog"
"Used in Product Listing","Se utiliza en las listas de artículos","module","Magento_Catalog"
"Depends on design theme","Depende del tema de diseño","module","Magento_Catalog"
"Used for Sorting in Product Listing","Se utiliza para ordenar las listas de artículos","module","Magento_Catalog"
"Media Image","Imagen multimedia","module","Magento_Catalog"
"Gallery","Galería","module","Magento_Catalog"
"System Properties","Propiedades de sistema","module","Magento_Catalog"
"Data Type for Saving in Database","Tipo de datos para guardar en la base de datos","module","Magento_Catalog"
"Text","Texto","module","Magento_CheckoutAgreements"
"Varchar","Varchar","module","Magento_Catalog"
"Static","Estático","module","Magento_Paypal"
"Datetime","Fecha/hora","module","Magento_Catalog"
"Decimal","Decimal","module","Magento_Catalog"
"Integer","Entero","module","Magento_Catalog"
"Globally Editable","Editable globalmente","module","Magento_Catalog"
"Attribute Information","Información de atributo","module","Magento_Rma"
"Properties","Propiedades","module","Magento_Rma"
"Manage Labels","Administrar etiquetas","module","Magento_Catalog"
"Visible","Visible","module","Magento_Catalog"
"Web Site","Sitio web","module","Magento_Newsletter"
"Searchable","Buscable","module","Magento_ConfigurableProduct"
"Comparable","Comparable","module","Magento_Catalog"
"Delete Selected Group","Eliminar grupo seleccionado","module","Magento_Catalog"
"Add New","Agregar nuevo","module","Magento_Backend"
"Back","Volver","module","Magento_Invitation"
"Delete","Borrar","module","Magento_Bundle"
"You are about to delete all products in this attribute set. Are you sure you want to do that?","Estás a punto de borrar todos los productos en este conjunto de atributos. ¿Está seguro de que desea hacerlo?","module","Magento_Catalog"
"New Set Name","Nuevo nombre de conjunto","module","Magento_Catalog"
"Edit Attribute Set '%1'","Editar el conjunto de atributos ""%1""","module","Magento_Catalog"
"Empty","Vacío","module","Magento_Theme"
"Add Attribute","Añadir atributo","module","Magento_GiftRegistry"
"Add New Group","Nuevo grupo","module","Magento_Catalog"
"Add Group","Añadir grupo","module","Magento_Catalog"
"Edit Attribute Set Name","Editar nombre del conjunto de atributos","module","Magento_Catalog"
"For internal use","Para uso interno","module","Magento_Catalog"
"Based On","Basado en","module","Magento_CustomerCustomAttributes"
"Add New Attribute Set","Nuevo conjunto de atributos","module","Magento_Catalog"
"Add Attribute Set","Añadir el conjunto de atributos","module","Magento_Catalog"
"Attribute Sets","Conjunto de atributos","module","Magento_Catalog"
"Close Window","Cerrar ventana","module","Magento_Rma"
"New Product","Añadir artículo","module","Magento_Catalog"
"Save & Edit","Guardar y editar","module","Magento_Catalog"
"Save & New","Guardar y nuevo","module","Magento_Catalog"
"Save & Duplicate","Guardar y Duplicar","module","Magento_Catalog"
"Save & Close","Guardar y cerrar","module","Magento_Catalog"
"Attributes","Atributos","module","Magento_Support"
"Change","Cambio","module","Magento_Multishipping"
"Advanced Inventory","Inventario avanzado","module","Magento_ScalableInventory"
"Websites","Sitios web","module","Magento_GiftWrapping"
"Products Information","Información de artículos","module","Magento_Catalog"
"Category Name","Nombre de categoría","module","Magento_Catalog"
"Parent Category","Categoría principal","module","Magento_Catalog"
